靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
COID	Name	MDATE	CLOSE
2303   	羛筿         	20180525	   15.59
2330   	縩筿       	20180525	  220.46
2408   	玭ㄈ       	20180525	   96.46
2357   	地河         	20180525	  259.42
3008   	ミ       	20180525	 3929.99
3481   	竤承         	20180525	   10.67
2412   	い地筿       	20180525	  105.27
2308   	笷筿       	20180525	  109.75
2327   	瓣エ         	20180525	  798.53
2317   	翬         	20180525	  102.48
2474   	Θ         	20180525	  335.93
1101   	猟         	20180528	   38.62
1216   	参         	20180528	   68.18
1301   	鹅         	20180528	  104.40
1402   	环狥穝       	20180528	   27.66
2002   	い葵         	20180528	   22.57
2105   	タ穝         	20180528	   43.82
2912   	参禬       	20180528	  284.19
9904   	腳Θ         	20180528	   34.49
6505   	鹅て       	20180528	  114.80
2303   	羛筿         	20180528	   15.74
2330   	縩筿       	20180528	  219.02
2408   	玭ㄈ       	20180528	   95.30
2357   	地河         	20180528	  262.25
3008   	ミ       	20180528	 4018.52
3481   	竤承         	20180528	   10.72
2412   	い地筿       	20180528	  106.23
2308   	笷筿       	20180528	  108.32
2327   	瓣エ         	20180528	  877.64
2317   	翬         	20180528	  105.20
2474   	Θ         	20180528	  333.52
1101   	猟         	20180529	   38.14
1216   	参         	20180529	   68.37
1301   	鹅         	20180529	  104.40
1402   	环狥穝       	20180529	   27.76
2002   	い葵         	20180529	   22.57
2105   	タ穝         	20180529	   43.77
2912   	参禬       	20180529	  286.04
9904   	腳Θ         	20180529	   34.40
6505   	鹅て       	20180529	  114.33
2303   	羛筿         	20180529	   15.79
2330   	縩筿       	20180529	  217.09
2408   	玭ㄈ       	20180529	   94.92
2357   	地河         	20180529	  262.25
3008   	ミ       	20180529	 4185.75
3481   	竤承         	20180529	   10.76
2412   	い地筿       	20180529	  104.79
2308   	笷筿       	20180529	  109.27
2327   	瓣エ         	20180529	  898.24
2317   	翬         	20180529	  103.78
2474   	Θ         	20180529	  333.52
1101   	猟         	20180530	   38.44
1216   	参         	20180530	   66.88
1301   	鹅         	20180530	  102.98
1402   	环狥穝       	20180530	   27.04
2002   	い葵         	20180530	   22.38
2105   	タ穝         	20180530	   43.19
2912   	参禬       	20180530	  282.34
9904   	腳Θ         	20180530	   34.07
6505   	鹅て       	20180530	  111.96
2303   	羛筿         	20180530	   15.74
2330   	縩筿       	20180530	  213.23
2408   	玭ㄈ       	20180530	   92.62
2357   	地河         	20180530	  257.53
3008   	ミ       	20180530	 4131.65
3481   	竤承         	20180530	   10.58
2412   	い地筿       	20180530	  103.83
2308   	笷筿       	20180530	  106.89
2327   	瓣エ         	20180530	  852.92
2317   	翬         	20180530	  103.55
2474   	Θ         	20180530	  334.48
1101   	猟         	20180531	   38.31
1216   	参         	20180531	   68.00
1301   	鹅         	20180531	  102.03
1402   	环狥穝       	20180531	   27.52
2002   	い葵         	20180531	   22.76
2105   	タ穝         	20180531	   43.82
2912   	参禬       	20180531	  284.19
9904   	腳Θ         	20180531	   34.63
6505   	鹅て       	20180531	  115.28
2303   	羛筿         	20180531	   15.98
2330   	縩筿       	20180531	  216.12
2408   	玭ㄈ       	20180531	   95.59
2357   	地河         	20180531	  256.58
3008   	ミ       	20180531	 4033.28
3481   	竤承         	20180531	   10.81
2412   	い地筿       	20180531	  104.31
2308   	笷筿       	20180531	  105.93
2327   	瓣エ         	20180531	  783.70
2317   	翬         	20180531	  101.53
2474   	Θ         	20180531	  336.90
1101   	猟         	20180601	   38.44
1216   	参         	20180601	   68.84
1301   	鹅         	20180601	  103.93
1402   	环狥穝       	20180601	   27.91
2002   	い葵         	20180601	   22.91
2105   	タ穝         	20180601	   43.48
2912   	参禬       	20180601	  288.82
9904   	腳Θ         	20180601	   34.44
6505   	鹅て       	20180601	  115.75
2303   	羛筿         	20180601	   15.79
2330   	縩筿       	20180601	  216.12
2408   	玭ㄈ       	20180601	   93.58
2357   	地河         	20180601	  262.25
3008   	ミ       	20180601	 4175.92
3481   	竤承         	20180601	   10.95
2412   	い地筿       	20180601	  105.27
2308   	笷筿       	20180601	  109.27
2327   	瓣エ         	20180601	  809.24
2317   	翬         	20180601	  102.60
2474   	Θ         	20180601	  344.15
1101   	猟         	20180604	   40.11
1216   	参         	20180604	   69.86
1301   	鹅         	20180604	  104.88
1402   	环狥穝       	20180604	   28.29
2002   	い葵         	20180604	   23.34
2105   	タ穝         	20180604	   43.86
2912   	参禬       	20180604	  291.60
9904   	腳Θ         	20180604	   34.44
6505   	鹅て       	20180604	  117.17
2303   	羛筿         	20180604	   15.83
2330   	縩筿       	20180604	  220.95
2408   	玭ㄈ       	20180604	   96.46
2357   	地河         	20180604	  264.62
3008   	ミ       	20180604	 4343.15
3481   	竤承         	20180604	   11.00
2412   	い地筿       	20180604	  105.27
2308   	笷筿       	20180604	  109.27
2327   	瓣エ         	20180604	  881.76
2317   	翬         	20180604	  104.02
2474   	Θ         	20180604	  351.40
1101   	猟         	20180605	   39.72
1216   	参         	20180605	   69.77
1301   	鹅         	20180605	  103.93
1402   	环狥穝       	20180605	   28.44
2002   	い葵         	20180605	   23.44
2105   	タ穝         	20180605	   44.44
2912   	参禬       	20180605	  298.54
9904   	腳Θ         	20180605	   34.40
6505   	鹅て       	20180605	  115.28
2303   	羛筿         	20180605	   15.83
2330   	縩筿       	20180605	  220.95
2408   	玭ㄈ       	20180605	   96.94
2357   	地河         	20180605	  263.20
3008   	ミ       	20180605	 4377.58
3481   	竤承         	20180605	   10.90
2412   	い地筿       	20180605	  105.27
2308   	笷筿       	20180605	  106.89
2327   	瓣エ         	20180605	  844.68
2317   	翬         	20180605	  104.38
2474   	Θ         	20180605	  353.33
1101   	猟         	20180606	   39.37
1216   	参         	20180606	   70.60
1301   	鹅         	20180606	  103.93
1402   	环狥穝       	20180606	   28.87
2002   	い葵         	20180606	   23.39
2105   	タ穝         	20180606	   44.78
2912   	参禬       	20180606	  295.30
9904   	腳Θ         	20180606	   35.29
6505   	鹅て       	20180606	  117.65
2303   	羛筿         	20180606	   15.74
2330   	縩筿       	20180606	  221.91
2408   	玭ㄈ       	20180606	   95.98
2357   	地河         	20180606	  264.62
3008   	ミ       	20180606	 4549.73
3481   	竤承         	20180606	   11.00
2412   	い地筿       	20180606	  105.75
2308   	笷筿       	20180606	  107.84
2327   	瓣エ         	20180606	  927.09
2317   	翬         	20180606	  105.56
2474   	Θ         	20180606	  352.37
1101   	猟         	20180607	   39.32
1216   	参         	20180607	   70.23
1301   	鹅         	20180607	  104.40
1402   	环狥穝       	20180607	   28.72
2002   	い葵         	20180607	   23.53
2105   	タ穝         	20180607	   45.31
2912   	参禬       	20180607	  291.13
9904   	腳Θ         	20180607	   35.53
6505   	鹅て       	20180607	  118.12
2303   	羛筿         	20180607	   15.93
2330   	縩筿       	20180607	  221.91
2408   	玭ㄈ       	20180607	   96.94
2357   	地河         	20180607	  264.62
3008   	ミ       	20180607	 4569.41
3481   	竤承         	20180607	   11.46
2412   	い地筿       	20180607	  105.27
2308   	笷筿       	20180607	  108.32
2327   	瓣エ         	20180607	 1013.61
2317   	翬         	20180607	  108.05
2474   	Θ         	20180607	  345.60
1101   	猟         	20180608	   39.54
1216   	参         	20180608	   69.77
1301   	鹅         	20180608	  102.98
1402   	环狥穝       	20180608	   28.58
2002   	い葵         	20180608	   23.53
2105   	タ穝         	20180608	   45.11
2912   	参禬       	20180608	  292.52
9904   	腳Θ         	20180608	   35.53
6505   	鹅て       	20180608	  117.65
2303   	羛筿         	20180608	   15.74
2330   	縩筿       	20180608	  219.02
2408   	玭ㄈ       	20180608	   95.78
2357   	地河         	20180608	  266.03
3008   	ミ       	20180608	 4471.03
3481   	竤承         	20180608	   11.23
2412   	い地筿       	20180608	  105.27
2308   	笷筿       	20180608	  108.32
2327   	瓣エ         	20180608	  972.41
2317   	翬         	20180608	  104.61
2474   	Θ         	20180608	  334.48
1101   	猟         	20180611	   39.19
1216   	参         	20180611	   68.84
1301   	鹅         	20180611	  103.45
1402   	环狥穝       	20180611	   27.95
2002   	い葵         	20180611	   23.24
2105   	タ穝         	20180611	   45.11
2912   	参禬       	20180611	  292.06
9904   	腳Θ         	20180611	   35.53
6505   	鹅て       	20180611	  117.17
2303   	羛筿         	20180611	   16.12
2330   	縩筿       	20180611	  218.05
2408   	玭ㄈ       	20180611	   96.46
2357   	地河         	20180611	  265.09
3008   	ミ       	20180611	 4475.95
3481   	竤承         	20180611	   11.28
2412   	い地筿       	20180611	  104.79
2308   	笷筿       	20180611	  111.18
2327   	瓣エ         	20180611	  997.13
2317   	翬         	20180611	  103.55
2474   	Θ         	20180611	  335.93
1101   	猟         	20180612	   39.10
1216   	参         	20180612	   69.30
1301   	鹅         	20180612	  102.03
1402   	环狥穝       	20180612	   28.05
2002   	い葵         	20180612	   23.29
2105   	タ穝         	20180612	   45.98
2912   	参禬       	20180612	  293.91
9904   	腳Θ         	20180612	   35.10
6505   	鹅て       	20180612	  116.70
2303   	羛筿         	20180612	   16.17
2330   	縩筿       	20180612	  220.95
2408   	玭ㄈ       	20180612	   93.67
2357   	地河         	20180612	  265.09
3008   	ミ       	20180612	 4367.74
3481   	竤承         	20180612	   11.37
2412   	い地筿       	20180612	  104.79
2308   	笷筿       	20180612	  109.75
2327   	瓣エ         	20180612	  935.33
2317   	翬         	20180612	  103.90
2474   	Θ         	20180612	  333.03
1101   	猟         	20180613	   39.94
1216   	参         	20180613	   68.56
1301   	鹅         	20180613	  102.03
1402   	环狥穝       	20180613	   28.10
2002   	い葵         	20180613	   23.20
2105   	タ穝         	20180613	   45.64
2912   	参禬       	20180613	  295.30
9904   	腳Θ         	20180613	   35.10
6505   	鹅て       	20180613	  114.80
2303   	羛筿         	20180613	   17.75
2330   	縩筿       	20180613	  223.84
2408   	玭ㄈ       	20180613	   90.22
2357   	地河         	20180613	  265.56
3008   	ミ       	20180613	 4653.02
3481   	竤承         	20180613	   11.37
2412   	い地筿       	20180613	  105.27
2308   	笷筿       	20180613	  111.66
2327   	瓣エ         	20180613	  931.21
2317   	翬         	20180613	  104.02
2474   	Θ         	20180613	  335.45
1101   	猟         	20180614	   39.45
1216   	参         	20180614	   67.44
1301   	鹅         	20180614	  101.08
1402   	环狥穝       	20180614	   27.52
2002   	い葵         	20180614	   22.86
2105   	タ穝         	20180614	   44.87
2912   	参禬       	20180614	  290.21
9904   	腳Θ         	20180614	   34.87
6505   	鹅て       	20180614	  113.38
2303   	羛筿         	20180614	   17.37
2330   	縩筿       	20180614	  218.54
2408   	玭ㄈ       	20180614	   89.26
2357   	地河         	20180614	  265.56
3008   	ミ       	20180614	 4544.81
3481   	竤承         	20180614	   11.14
2412   	い地筿       	20180614	  104.31
2308   	笷筿       	20180614	  108.79
2327   	瓣エ         	20180614	  890.00
2317   	翬         	20180614	  101.30
2474   	Θ         	20180614	  332.55
1101   	猟         	20180615	   39.76
1216   	参         	20180615	   69.02
1301   	鹅         	20180615	  100.61
1402   	环狥穝       	20180615	   28.53
2002   	い葵         	20180615	   22.81
2105   	タ穝         	20180615	   44.44
2912   	参禬       	20180615	  289.75
9904   	腳Θ         	20180615	   34.35
6505   	鹅て       	20180615	  114.80
2303   	羛筿         	20180615	   17.90
2330   	縩筿       	20180615	  222.88
2408   	玭ㄈ       	20180615	   88.59
2357   	地河         	20180615	  264.14
3008   	ミ       	20180615	 4515.30
3481   	竤承         	20180615	   11.18
2412   	い地筿       	20180615	  104.79
2308   	笷筿       	20180615	  108.32
2327   	瓣エ         	20180615	  935.33
2317   	翬         	20180615	  100.70
2474   	Θ         	20180615	  340.77
1101   	猟         	20180619	   38.53
1216   	参         	20180619	   69.11
1301   	鹅         	20180619	  100.13
1402   	环狥穝       	20180619	   27.47
2002   	い葵         	20180619	   22.57
2105   	タ穝         	20180619	   43.34
2912   	参禬       	20180619	  298.08
9904   	腳Θ         	20180619	   34.11
6505   	鹅て       	20180619	  112.43
2303   	羛筿         	20180619	   17.47
2330   	縩筿       	20180619	  217.09
2408   	玭ㄈ       	20180619	   86.95
2357   	地河         	20180619	  262.73
3008   	ミ       	20180619	 4279.21
3481   	竤承         	20180619	   10.81
2412   	い地筿       	20180619	  104.31
2308   	笷筿       	20180619	  105.45
2327   	瓣エ         	20180619	  852.92
2317   	翬         	20180619	   98.33
2474   	Θ         	20180619	  338.35
1101   	猟         	20180620	   39.32
1216   	参         	20180620	   70.60
1301   	鹅         	20180620	  102.03
1402   	环狥穝       	20180620	   27.95
2002   	い葵         	20180620	   22.96
2105   	タ穝         	20180620	   43.77
2912   	参禬       	20180620	  299.00
9904   	腳Θ         	20180620	   33.45
6505   	鹅て       	20180620	  114.80
2303   	羛筿         	20180620	   17.32
2330   	縩筿       	20180620	  218.05
2408   	玭ㄈ       	20180620	   86.76
2357   	地河         	20180620	  263.67
3008   	ミ       	20180620	 4333.31
3481   	竤承         	20180620	   11.00
2412   	い地筿       	20180620	  105.27
2308   	笷筿       	20180620	  105.93
2327   	瓣エ         	20180620	  832.32
2317   	翬         	20180620	   98.33
2474   	Θ         	20180620	  334.00
1101   	猟         	20180621	   39.32
1216   	参         	20180621	   71.63
1301   	鹅         	20180621	  102.98
1402   	环狥穝       	20180621	   27.76
2002   	い葵         	20180621	   22.81
2105   	タ穝         	20180621	   43.43
2912   	参禬       	20180621	  309.19
9904   	腳Θ         	20180621	   33.78
6505   	鹅て       	20180621	  113.38
2303   	羛筿         	20180621	   16.94
2330   	縩筿       	20180621	  218.54
2408   	玭ㄈ       	20180621	   88.78
2357   	地河         	20180621	  263.20
3008   	ミ       	20180621	 4421.85
3481   	竤承         	20180621	   10.58
2412   	い地筿       	20180621	  104.79
2308   	笷筿       	20180621	  105.45
2327   	瓣エ         	20180621	  813.36
2317   	翬         	20180621	   97.98
2474   	Θ         	20180621	  331.10
1101   	猟         	20180622	   39.19
1216   	参         	20180622	   71.35
1301   	鹅         	20180622	  103.93
1402   	环狥穝       	20180622	   27.81
2002   	い葵         	20180622	   22.86
2105   	タ穝         	20180622	   43.34
2912   	参禬       	20180622	  306.41
9904   	腳Θ         	20180622	   33.36
6505   	鹅て       	20180622	  113.85
2303   	羛筿         	20180622	   17.08
2330   	縩筿       	20180622	  219.50
2408   	玭ㄈ       	20180622	   88.78
2357   	地河         	20180622	  259.42
3008   	ミ       	20180622	 4298.88
3481   	竤承         	20180622	   10.44
2412   	い地筿       	20180622	  105.27
2308   	笷筿       	20180622	  105.45
2327   	瓣エ         	20180622	  776.28
2317   	翬         	20180622	   97.50
2474   	Θ         	20180622	  322.88
1101   	猟         	20180625	   39.28
1216   	参         	20180625	   71.35
1301   	鹅         	20180625	  104.40
1402   	环狥穝       	20180625	   28.39
2002   	い葵         	20180625	   22.57
2105   	タ穝         	20180625	   43.24
2912   	参禬       	20180625	  310.11
9904   	腳Θ         	20180625	   33.17
6505   	鹅て       	20180625	  113.38
2303   	羛筿         	20180625	   17.08
2330   	縩筿       	20180625	  218.00
2408   	玭ㄈ       	20180625	   83.02
2357   	地河         	20180625	  258.95
3008   	ミ       	20180625	 4367.74
3481   	竤承         	20180625	   10.48
2412   	い地筿       	20180625	  104.79
2308   	笷筿       	20180625	  104.98
2327   	瓣エ         	20180625	  782.05
2317   	翬         	20180625	   96.56
2474   	Θ         	20180625	  319.98
1101   	猟         	20180626	   38.40
1216   	参         	20180626	   71.44
1301   	鹅         	20180626	  104.40
1402   	环狥穝       	20180626	   27.76
2002   	い葵         	20180626	   22.57
2105   	タ穝         	20180626	   42.85
2912   	参禬       	20180626	  323.07
9904   	腳Θ         	20180626	   32.93
6505   	鹅て       	20180626	  115.28
2303   	羛筿         	20180626	   16.89
2330   	縩筿       	20180626	  214.50
2408   	玭ㄈ       	20180626	   81.96
2357   	地河         	20180626	  260.84
3008   	ミ       	20180626	 4451.36
3481   	竤承         	20180626	   10.34
2412   	い地筿       	20180626	  104.79
2308   	笷筿       	20180626	  103.07
2327   	瓣エ         	20180626	  852.92
2317   	翬         	20180626	   95.96
2474   	Θ         	20180626	  326.27
1101   	猟         	20180627	   37.78
1216   	参         	20180627	   72.09
1301   	鹅         	20180627	  104.40
1402   	环狥穝       	20180627	   27.76
2002   	い葵         	20180627	   22.42
2105   	タ穝         	20180627	   42.85
2912   	参禬       	20180627	  315.20
9904   	腳Θ         	20180627	   32.60
6505   	鹅て       	20180627	  114.80
2303   	羛筿         	20180627	   16.89
2330   	縩筿       	20180627	  213.00
2408   	玭ㄈ       	20180627	   83.69
2357   	地河         	20180627	  261.31
3008   	ミ       	20180627	 4289.05
3481   	竤承         	20180627	   10.30
2412   	い地筿       	20180627	  104.79
2308   	笷筿       	20180627	  102.59
2327   	瓣エ         	20180627	  840.56
2317   	翬         	20180627	   95.85
2474   	Θ         	20180627	  321.43
1101   	猟         	20180628	   37.26
1216   	参         	20180628	   69.77
1301   	鹅         	20180628	  103.45
1402   	环狥穝       	20180628	   27.47
2002   	い葵         	20180628	   22.42
2105   	タ穝         	20180628	   42.90
2912   	参禬       	20180628	  315.67
9904   	腳Θ         	20180628	   32.56
6505   	鹅て       	20180628	  114.80
2303   	羛筿         	20180628	   16.27
2330   	縩筿       	20180628	  212.00
2408   	玭ㄈ       	20180628	   83.00
2357   	地河         	20180628	  260.84
3008   	ミ       	20180628	 4289.05
3481   	竤承         	20180628	   10.11
2412   	い地筿       	20180628	  105.27
2308   	笷筿       	20180628	  102.11
2327   	瓣エ         	20180628	  869.40
2317   	翬         	20180628	   95.37
2474   	Θ         	20180628	  322.88
1101   	猟         	20180629	   37.21
1216   	参         	20180629	   72.00
1301   	鹅         	20180629	  106.77
1402   	环狥穝       	20180629	   27.86
2002   	い葵         	20180629	   22.86
2105   	タ穝         	20180629	   44.06
2912   	参禬       	20180629	  319.83
9904   	腳Θ         	20180629	   33.41
6505   	鹅て       	20180629	  116.23
2303   	羛筿         	20180629	   16.27
2330   	縩筿       	20180629	  216.50
2408   	玭ㄈ       	20180629	   83.20
2357   	地河         	20180629	  263.20
3008   	ミ       	20180629	 4416.93
3481   	竤承         	20180629	   10.20
2412   	い地筿       	20180629	  105.27
2308   	笷筿       	20180629	  104.50
2327   	瓣エ         	20180629	  927.09
2317   	翬         	20180629	   98.57
2474   	Θ         	20180629	  329.65
1101   	猟         	20180702	   36.77
1216   	参         	20180702	   71.53
1301   	鹅         	20180702	  106.77
1402   	环狥穝       	20180702	   27.86
2002   	い葵         	20180702	   22.42
2105   	タ穝         	20180702	   43.48
2912   	参禬       	20180702	  313.35
9904   	腳Θ         	20180702	   33.17
6505   	鹅て       	20180702	  114.80
2303   	羛筿         	20180702	   17.47
2330   	縩筿       	20180702	  214.00
2408   	玭ㄈ       	20180702	   81.00
2357   	地河         	20180702	  258.00
3008   	ミ       	20180702	 4485.79
3481   	竤承         	20180702	   10.20
2412   	い地筿       	20180702	  104.79
2308   	笷筿       	20180702	  104.50
2327   	瓣エ         	20180702	 1013.61
2317   	翬         	20180702	   95.96
2474   	Θ         	20180702	  324.33
1101   	猟         	20180703	   37.57
1216   	参         	20180703	   71.25
1301   	鹅         	20180703	  107.25
1402   	环狥穝       	20180703	   28.48
2002   	い葵         	20180703	   22.42
2105   	タ穝         	20180703	   42.95
2912   	参禬       	20180703	  314.28
9904   	腳Θ         	20180703	   32.93
6505   	鹅て       	20180703	  116.70
2303   	羛筿         	20180703	   17.23
2330   	縩筿       	20180703	  214.50
2408   	玭ㄈ       	20180703	   81.80
2357   	地河         	20180703	  260.00
3008   	ミ       	20180703	 4456.28
3481   	竤承         	20180703	   10.11
2412   	い地筿       	20180703	  106.23
2308   	笷筿       	20180703	  104.00
2327   	瓣エ         	20180703	  960.05
2317   	翬         	20180703	   95.61
2474   	Θ         	20180703	  322.88
1101   	猟         	20180704	   36.91
1216   	参         	20180704	   71.72
1301   	鹅         	20180704	  108.20
1402   	环狥穝       	20180704	   29.69
2002   	い葵         	20180704	   22.67
2105   	タ穝         	20180704	   43.77
2912   	参禬       	20180704	  318.91
9904   	腳Θ         	20180704	   33.45
6505   	鹅て       	20180704	  115.50
2303   	羛筿         	20180704	   17.23
2330   	縩筿       	20180704	  216.00
2408   	玭ㄈ       	20180704	   80.90
2357   	地河         	20180704	  260.50
3008   	ミ       	20180704	 4377.58
3481   	竤承         	20180704	   10.16
2412   	い地筿       	20180704	  106.70
2308   	笷筿       	20180704	  101.50
2327   	瓣エ         	20180704	  972.41
2317   	翬         	20180704	   96.67
2474   	Θ         	20180704	  330.62
1101   	猟         	20180705	   36.95
1216   	参         	20180705	   71.63
1301   	鹅         	20180705	  107.72
1402   	环狥穝       	20180705	   29.78
2002   	い葵         	20180705	   22.62
2105   	タ穝         	20180705	   43.58
2912   	参禬       	20180705	  316.13
9904   	腳Θ         	20180705	   33.50
6505   	鹅て       	20180705	  119.00
2303   	羛筿         	20180705	   17.23
2330   	縩筿       	20180705	  214.50
2408   	玭ㄈ       	20180705	   78.10
2357   	地河         	20180705	  261.00
3008   	ミ       	20180705	 4466.12
3481   	竤承         	20180705	   10.20
2412   	い地筿       	20180705	  107.18
2308   	笷筿       	20180705	   98.90
2327   	瓣エ         	20180705	  918.85
2317   	翬         	20180705	   96.20
2474   	Θ         	20180705	  330.62
1101   	猟         	20180706	   36.55
1216   	参         	20180706	   72.56
1301   	鹅         	20180706	  103.93
1402   	环狥穝       	20180706	   30.36
2002   	い葵         	20180706	   22.67
2105   	タ穝         	20180706	   42.85
2912   	参禬       	20180706	  320.76
9904   	腳Θ         	20180706	   33.05
6505   	鹅て       	20180706	  116.00
2303   	羛筿         	20180706	   16.89
2330   	縩筿       	20180706	  217.00
2408   	玭ㄈ       	20180706	   79.30
2357   	地河         	20180706	  258.00
3008   	ミ       	20180706	 4530.06
3481   	竤承         	20180706	   10.39
2412   	い地筿       	20180706	  107.18
2308   	笷筿       	20180706	   99.20
2327   	瓣エ         	20180706	  968.29
2317   	翬         	20180706	   95.37
2474   	Θ         	20180706	  324.82
1101   	猟         	20180709	   37.57
1216   	参         	20180709	   73.30
1301   	鹅         	20180709	  105.35
1402   	环狥穝       	20180709	   31.18
2002   	い葵         	20180709	   22.76
2105   	タ穝         	20180709	   43.34
2912   	参禬       	20180709	  325.39
9904   	腳Θ         	20180709	   33.65
6505   	鹅て       	20180709	  117.50
2303   	羛筿         	20180709	   16.94
2330   	縩筿       	20180709	  221.50
2408   	玭ㄈ       	20180709	   81.00
2357   	地河         	20180709	  261.50
3008   	ミ       	20180709	 4839.93
3481   	竤承         	20180709	   11.00
2412   	い地筿       	20180709	  107.18
2308   	笷筿       	20180709	  102.00
2327   	瓣エ         	20180709	 1020.00
2317   	翬         	20180709	   95.73
2474   	Θ         	20180709	  328.68
1101   	猟         	20180710	   38.00
1216   	参         	20180710	   74.14
1301   	鹅         	20180710	  106.30
1402   	环狥穝       	20180710	   30.89
2002   	い葵         	20180710	   22.81
2105   	タ穝         	20180710	   43.38
2912   	参禬       	20180710	  324.00
9904   	腳Θ         	20180710	   33.90
6505   	鹅て       	20180710	  118.00
2303   	羛筿         	20180710	   17.00
2330   	縩筿       	20180710	  222.00
2408   	玭ㄈ       	20180710	   83.90
2357   	地河         	20180710	  262.50
3008   	ミ       	20180710	 4761.23
3481   	竤承         	20180710	   10.95
2412   	い地筿       	20180710	  107.66
2308   	笷筿       	20180710	  102.50
2327   	瓣エ         	20180710	 1045.00
2317   	翬         	20180710	   95.37
2474   	Θ         	20180710	  331.58
1101   	猟         	20180711	   37.04
1216   	参         	20180711	   74.51
1301   	鹅         	20180711	  106.00
1402   	环狥穝       	20180711	   30.75
2002   	い葵         	20180711	   22.86
2105   	タ穝         	20180711	   43.48
2912   	参禬       	20180711	  326.77
9904   	腳Θ         	20180711	   33.45
6505   	鹅て       	20180711	  119.00
2303   	羛筿         	20180711	   16.90
2330   	縩筿       	20180711	  220.00
2408   	玭ㄈ       	20180711	   83.60
2357   	地河         	20180711	  254.00
3008   	ミ       	20180711	 4721.88
3481   	竤承         	20180711	   11.10
2412   	い地筿       	20180711	  107.18
2308   	笷筿       	20180711	  102.50
2327   	瓣エ         	20180711	  965.00
2317   	翬         	20180711	   96.67
2474   	Θ         	20180711	  325.30
1101   	猟         	20180712	   37.52
1216   	参         	20180712	   73.95
1301   	鹅         	20180712	  106.00
1402   	环狥穝       	20180712	   30.85
2002   	い葵         	20180712	   22.96
2105   	タ穝         	20180712	   44.20
2912   	参禬       	20180712	  324.92
9904   	腳Θ         	20180712	   34.15
6505   	鹅て       	20180712	  118.50
2303   	羛筿         	20180712	   17.45
2330   	縩筿       	20180712	  220.50
2408   	玭ㄈ       	20180712	   86.00
2357   	地河         	20180712	  257.50
3008   	ミ       	20180712	 4849.77
3481   	竤承         	20180712	   11.10
2412   	い地筿       	20180712	  106.70
2308   	笷筿       	20180712	  101.50
2327   	瓣エ         	20180712	 1005.00
2317   	翬         	20180712	   96.20
2474   	Θ         	20180712	  334.97
1101   	猟         	20180713	   38.22
1216   	参         	20180713	   73.77
1301   	鹅         	20180713	  110.00
1402   	环狥穝       	20180713	   30.94
2002   	い葵         	20180713	   23.05
2105   	タ穝         	20180713	   44.40
2912   	参禬       	20180713	  329.55
9904   	腳Θ         	20180713	   33.80
6505   	鹅て       	20180713	  121.00
2303   	羛筿         	20180713	   17.40
2330   	縩筿       	20180713	  224.50
2408   	玭ㄈ       	20180713	   88.80
2357   	地河         	20180713	  257.50
3008   	ミ       	20180713	 4957.98
3481   	竤承         	20180713	   11.15
2412   	い地筿       	20180713	  106.70
2308   	笷筿       	20180713	  105.00
2327   	瓣エ         	20180713	  998.00
2317   	翬         	20180713	   98.21
2474   	Θ         	20180713	  346.08
1101   	猟         	20180716	   37.35
1216   	参         	20180716	   73.49
1301   	鹅         	20180716	  108.50
1402   	环狥穝       	20180716	   30.56
2002   	い葵         	20180716	   23.05
2105   	タ穝         	20180716	   44.40
2912   	参禬       	20180716	  324.00
9904   	腳Θ         	20180716	   33.60
6505   	鹅て       	20180716	  119.00
2303   	羛筿         	20180716	   17.25
2330   	縩筿       	20180716	  223.50
2408   	玭ㄈ       	20180716	   86.00
2357   	地河         	20180716	  257.50
3008   	ミ       	20180716	 4957.98
3481   	竤承         	20180716	   11.05
2412   	い地筿       	20180716	  106.70
2308   	笷筿       	20180716	  104.00
2327   	瓣エ         	20180716	  962.00
2317   	翬         	20180716	   98.10
2474   	Θ         	20180716	  351.88
1101   	猟         	20180717	   37.04
1216   	参         	20180717	   73.86
1301   	鹅         	20180717	  107.00
1402   	环狥穝       	20180717	   30.85
2002   	い葵         	20180717	   23.15
2105   	タ穝         	20180717	   45.30
2912   	参禬       	20180717	  321.68
9904   	腳Θ         	20180717	   33.35
6505   	鹅て       	20180717	  118.50
2303   	羛筿         	20180717	   17.25
2330   	縩筿       	20180717	  221.50
2408   	玭ㄈ       	20180717	   88.10
2357   	地河         	20180717	  257.00
3008   	ミ       	20180717	 4913.71
3481   	竤承         	20180717	   11.20
2412   	い地筿       	20180717	  107.18
2308   	笷筿       	20180717	  102.00
2327   	瓣エ         	20180717	  904.00
2317   	翬         	20180717	   98.21
2474   	Θ         	20180717	  348.02
1101   	猟         	20180718	   37.13
1216   	参         	20180718	   76.65
1301   	鹅         	20180718	  108.50
1402   	环狥穝       	20180718	   32.05
2002   	い葵         	20180718	   23.24
2105   	タ穝         	20180718	   45.65
2912   	参禬       	20180718	  324.46
9904   	腳Θ         	20180718	   34.25
6505   	鹅て       	20180718	  120.50
2303   	羛筿         	20180718	   17.40
2330   	縩筿       	20180718	  223.00
2408   	玭ㄈ       	20180718	   84.00
2357   	地河         	20180718	  263.50
3008   	ミ       	20180718	 4938.30
3481   	竤承         	20180718	   11.25
2412   	い地筿       	20180718	  107.18
2308   	笷筿       	20180718	  105.00
2327   	瓣エ         	20180718	  860.00
