靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
COID	Name	MDATE	CLOSE
2308   	笷筿       	20140403	  153.92
2327   	瓣エ         	20140403	   37.89
2317   	翬         	20140403	   68.30
2474   	Θ         	20140403	  198.84
1101   	猟         	20140407	   34.14
1216   	参         	20140407	   38.24
1301   	鹅         	20140407	   63.31
1402   	环狥穝       	20140407	   25.92
2002   	い葵         	20140407	   21.51
2105   	タ穝         	20140407	   71.43
2912   	参禬       	20140407	  176.76
9904   	腳Θ         	20140407	   34.04
6505   	鹅て       	20140407	   63.10
2303   	羛筿         	20140407	   10.64
2330   	縩筿       	20140407	  100.07
2408   	玭ㄈ       	20140407	   34.95
2357   	地河         	20140407	  228.81
3008   	ミ       	20140407	 1388.40
3481   	竤承         	20140407	    9.61
2412   	い地筿       	20140407	   73.92
2308   	笷筿       	20140407	  153.09
2327   	瓣エ         	20140407	   37.89
2317   	翬         	20140407	   68.38
2474   	Θ         	20140407	  196.24
1101   	猟         	20140408	   33.85
1216   	参         	20140408	   38.17
1301   	鹅         	20140408	   63.64
1402   	环狥穝       	20140408	   25.73
2002   	い葵         	20140408	   21.42
2105   	タ穝         	20140408	   71.18
2912   	参禬       	20140408	  178.00
9904   	腳Θ         	20140408	   33.72
6505   	鹅て       	20140408	   63.27
2303   	羛筿         	20140408	   10.72
2330   	縩筿       	20140408	  101.35
2408   	玭ㄈ       	20140408	   34.47
2357   	地河         	20140408	  229.92
3008   	ミ       	20140408	 1481.27
3481   	竤承         	20140408	    9.48
2412   	い地筿       	20140408	   73.68
2308   	笷筿       	20140408	  153.09
2327   	瓣エ         	20140408	   37.89
2317   	翬         	20140408	   68.46
2474   	Θ         	20140408	  195.80
1101   	猟         	20140409	   34.50
1216   	参         	20140409	   38.24
1301   	鹅         	20140409	   63.64
1402   	环狥穝       	20140409	   25.69
2002   	い葵         	20140409	   21.51
2105   	タ穝         	20140409	   72.07
2912   	参禬       	20140409	  181.30
9904   	腳Θ         	20140409	   34.13
6505   	鹅て       	20140409	   63.02
2303   	羛筿         	20140409	   10.76
2330   	縩筿       	20140409	  101.35
2408   	玭ㄈ       	20140409	   33.27
2357   	地河         	20140409	  229.18
3008   	ミ       	20140409	 1523.06
3481   	竤承         	20140409	    9.69
2412   	い地筿       	20140409	   73.84
2308   	笷筿       	20140409	  153.92
2327   	瓣エ         	20140409	   37.89
2317   	翬         	20140409	   68.54
2474   	Θ         	20140409	  198.41
1101   	猟         	20140410	   35.72
1216   	参         	20140410	   38.62
1301   	鹅         	20140410	   63.64
1402   	环狥穝       	20140410	   25.65
2002   	い葵         	20140410	   21.59
2105   	タ穝         	20140410	   72.23
2912   	参禬       	20140410	  182.95
9904   	腳Θ         	20140410	   34.13
6505   	鹅て       	20140410	   63.27
2303   	羛筿         	20140410	   10.84
2330   	縩筿       	20140410	  101.77
2408   	玭ㄈ       	20140410	   32.79
2357   	地河         	20140410	  225.86
3008   	ミ       	20140410	 1509.13
3481   	竤承         	20140410	    9.78
2412   	い地筿       	20140410	   74.08
2308   	笷筿       	20140410	  153.92
2327   	瓣エ         	20140410	   37.89
2317   	翬         	20140410	   68.78
2474   	Θ         	20140410	  196.24
1101   	猟         	20140411	   35.72
1216   	参         	20140411	   38.17
1301   	鹅         	20140411	   63.64
1402   	环狥穝       	20140411	   25.45
2002   	い葵         	20140411	   21.51
2105   	タ穝         	20140411	   71.02
2912   	参禬       	20140411	  178.82
9904   	腳Θ         	20140411	   34.04
6505   	鹅て       	20140411	   63.02
2303   	羛筿         	20140411	   10.76
2330   	縩筿       	20140411	  102.20
2408   	玭ㄈ       	20140411	   32.79
2357   	地河         	20140411	  225.86
3008   	ミ       	20140411	 1518.41
3481   	竤承         	20140411	    9.61
2412   	い地筿       	20140411	   74.08
2308   	笷筿       	20140411	  153.09
2327   	瓣エ         	20140411	   37.75
2317   	翬         	20140411	   68.22
2474   	Θ         	20140411	  194.50
1101   	猟         	20140414	   34.86
1216   	参         	20140414	   38.39
1301   	鹅         	20140414	   63.64
1402   	环狥穝       	20140414	   25.41
2002   	い葵         	20140414	   21.47
2105   	タ穝         	20140414	   71.67
2912   	参禬       	20140414	  179.65
9904   	腳Θ         	20140414	   33.63
6505   	鹅て       	20140414	   63.02
2303   	羛筿         	20140414	   10.64
2330   	縩筿       	20140414	  102.62
2408   	玭ㄈ       	20140414	   33.03
2357   	地河         	20140414	  225.86
3008   	ミ       	20140414	 1434.83
3481   	竤承         	20140414	    9.48
2412   	い地筿       	20140414	   74.08
2308   	笷筿       	20140414	  149.76
2327   	瓣エ         	20140414	   37.75
2317   	翬         	20140414	   68.62
2474   	Θ         	20140414	  193.63
1101   	猟         	20140415	   35.04
1216   	参         	20140415	   38.24
1301   	鹅         	20140415	   63.89
1402   	环狥穝       	20140415	   25.13
2002   	い葵         	20140415	   21.67
2105   	タ穝         	20140415	   72.23
2912   	参禬       	20140415	  183.77
9904   	腳Θ         	20140415	   34.66
6505   	鹅て       	20140415	   63.60
2303   	羛筿         	20140415	   10.64
2330   	縩筿       	20140415	  104.33
2408   	玭ㄈ       	20140415	   33.27
2357   	地河         	20140415	  224.01
3008   	ミ       	20140415	 1471.98
3481   	竤承         	20140415	    9.31
2412   	い地筿       	20140415	   74.32
2308   	笷筿       	20140415	  152.26
2327   	瓣エ         	20140415	   37.48
2317   	翬         	20140415	   69.09
2474   	Θ         	20140415	  191.46
1101   	猟         	20140416	   34.93
1216   	参         	20140416	   38.32
1301   	鹅         	20140416	   63.56
1402   	环狥穝       	20140416	   25.37
2002   	い葵         	20140416	   21.47
2105   	タ穝         	20140416	   71.67
2912   	参禬       	20140416	  182.95
9904   	腳Θ         	20140416	   34.13
6505   	鹅て       	20140416	   63.68
2303   	羛筿         	20140416	   10.55
2330   	縩筿       	20140416	  103.05
2408   	玭ㄈ       	20140416	   32.87
2357   	地河         	20140416	  225.49
3008   	ミ       	20140416	 1485.91
3481   	竤承         	20140416	    9.52
2412   	い地筿       	20140416	   74.32
2308   	笷筿       	20140416	  150.60
2327   	瓣エ         	20140416	   37.62
2317   	翬         	20140416	   69.33
2474   	Θ         	20140416	  201.88
1101   	猟         	20140417	   34.97
1216   	参         	20140417	   38.17
1301   	鹅         	20140417	   63.72
1402   	环狥穝       	20140417	   25.57
2002   	い葵         	20140417	   21.47
2105   	タ穝         	20140417	   71.10
2912   	参禬       	20140417	  185.42
9904   	腳Θ         	20140417	   34.04
6505   	鹅て       	20140417	   63.19
2303   	羛筿         	20140417	   10.55
2330   	縩筿       	20140417	  102.20
2408   	玭ㄈ       	20140417	   33.99
2357   	地河         	20140417	  228.81
3008   	ミ       	20140417	 1485.91
3481   	竤承         	20140417	    9.44
2412   	い地筿       	20140417	   74.55
2308   	笷筿       	20140417	  152.26
2327   	瓣エ         	20140417	   37.48
2317   	翬         	20140417	   69.65
2474   	Θ         	20140417	  207.52
1101   	猟         	20140418	   35.36
1216   	参         	20140418	   38.17
1301   	鹅         	20140418	   63.89
1402   	环狥穝       	20140418	   25.69
2002   	い葵         	20140418	   21.51
2105   	タ穝         	20140418	   71.59
2912   	参禬       	20140418	  183.36
9904   	腳Θ         	20140418	   34.04
6505   	鹅て       	20140418	   63.19
2303   	羛筿         	20140418	   10.64
2330   	縩筿       	20140418	  104.75
2408   	玭ㄈ       	20140418	   33.99
2357   	地河         	20140418	  230.29
3008   	ミ       	20140418	 1485.91
3481   	竤承         	20140418	    9.52
2412   	い地筿       	20140418	   74.71
2308   	笷筿       	20140418	  153.51
2327   	瓣エ         	20140418	   37.62
2317   	翬         	20140418	   69.73
2474   	Θ         	20140418	  205.79
1101   	猟         	20140421	   35.43
1216   	参         	20140421	   38.32
1301   	鹅         	20140421	   63.72
1402   	环狥穝       	20140421	   25.73
2002   	い葵         	20140421	   21.34
2105   	タ穝         	20140421	   71.75
2912   	参禬       	20140421	  184.59
9904   	腳Θ         	20140421	   33.92
6505   	鹅て       	20140421	   63.02
2303   	羛筿         	20140421	   10.59
2330   	縩筿       	20140421	  103.48
2408   	玭ㄈ       	20140421	   35.27
2357   	地河         	20140421	  231.40
3008   	ミ       	20140421	 1495.20
3481   	竤承         	20140421	    9.57
2412   	い地筿       	20140421	   74.63
2308   	笷筿       	20140421	  153.51
2327   	瓣エ         	20140421	   37.62
2317   	翬         	20140421	   69.65
2474   	Θ         	20140421	  207.52
1101   	猟         	20140422	   35.18
1216   	参         	20140422	   38.47
1301   	鹅         	20140422	   63.31
1402   	环狥穝       	20140422	   25.61
2002   	い葵         	20140422	   21.30
2105   	タ穝         	20140422	   71.83
2912   	参禬       	20140422	  182.95
9904   	腳Θ         	20140422	   33.96
6505   	鹅て       	20140422	   63.43
2303   	羛筿         	20140422	   10.55
2330   	縩筿       	20140422	  103.48
2408   	玭ㄈ       	20140422	   35.75
2357   	地河         	20140422	  241.73
3008   	ミ       	20140422	 1592.71
3481   	竤承         	20140422	    9.65
2412   	い地筿       	20140422	   74.63
2308   	笷筿       	20140422	  154.34
2327   	瓣エ         	20140422	   37.75
2317   	翬         	20140422	   69.57
2474   	Θ         	20140422	  212.73
1101   	猟         	20140423	   35.04
1216   	参         	20140423	   39.29
1301   	鹅         	20140423	   62.24
1402   	环狥穝       	20140423	   25.41
2002   	い葵         	20140423	   21.34
2105   	タ穝         	20140423	   71.59
2912   	参禬       	20140423	  181.71
9904   	腳Θ         	20140423	   33.72
6505   	鹅て       	20140423	   62.94
2303   	羛筿         	20140423	   10.84
2330   	縩筿       	20140423	  103.05
2408   	玭ㄈ       	20140423	   38.23
2357   	地河         	20140423	  245.79
3008   	ミ       	20140423	 1569.49
3481   	竤承         	20140423	    9.44
2412   	い地筿       	20140423	   74.71
2308   	笷筿       	20140423	  153.51
2327   	瓣エ         	20140423	   40.18
2317   	翬         	20140423	   70.20
2474   	Θ         	20140423	  214.47
1101   	猟         	20140424	   34.75
1216   	参         	20140424	   38.92
1301   	鹅         	20140424	   63.06
1402   	环狥穝       	20140424	   25.33
2002   	い葵         	20140424	   21.47
2105   	タ穝         	20140424	   70.78
2912   	参禬       	20140424	  182.95
9904   	腳Θ         	20140424	   32.48
6505   	鹅て       	20140424	   63.27
2303   	羛筿         	20140424	   10.80
2330   	縩筿       	20140424	  103.05
2408   	玭ㄈ       	20140424	   39.59
2357   	地河         	20140424	  243.57
3008   	ミ       	20140424	 1629.86
3481   	竤承         	20140424	    9.31
2412   	い地筿       	20140424	   74.71
2308   	笷筿       	20140424	  153.09
2327   	瓣エ         	20140424	   39.64
2317   	翬         	20140424	   70.20
2474   	Θ         	20140424	  228.36
1101   	猟         	20140425	   33.56
1216   	参         	20140425	   38.54
1301   	鹅         	20140425	   62.16
1402   	环狥穝       	20140425	   24.93
2002   	い葵         	20140425	   21.13
2105   	タ穝         	20140425	   69.18
2912   	参禬       	20140425	  182.12
9904   	腳Θ         	20140425	   30.22
6505   	鹅て       	20140425	   62.61
2303   	羛筿         	20140425	   10.51
2330   	縩筿       	20140425	  100.92
2408   	玭ㄈ       	20140425	   38.39
2357   	地河         	20140425	  242.10
3008   	ミ       	20140425	 1741.30
3481   	竤承         	20140425	    8.89
2412   	い地筿       	20140425	   74.08
2308   	笷筿       	20140425	  152.26
2327   	瓣エ         	20140425	   39.10
2317   	翬         	20140425	   68.94
2474   	Θ         	20140425	  222.72
1101   	猟         	20140428	   34.35
1216   	参         	20140428	   38.47
1301   	鹅         	20140428	   62.49
1402   	环狥穝       	20140428	   24.69
2002   	い葵         	20140428	   21.01
2105   	タ穝         	20140428	   69.82
2912   	参禬       	20140428	  181.30
9904   	腳Θ         	20140428	   30.51
6505   	鹅て       	20140428	   62.61
2303   	羛筿         	20140428	   10.51
2330   	縩筿       	20140428	  101.35
2408   	玭ㄈ       	20140428	   39.83
2357   	地河         	20140428	  239.15
3008   	ミ       	20140428	 1848.10
3481   	竤承         	20140428	    9.02
2412   	い地筿       	20140428	   74.32
2308   	笷筿       	20140428	  157.25
2327   	瓣エ         	20140428	   38.70
2317   	翬         	20140428	   68.46
2474   	Θ         	20140428	  237.92
1101   	猟         	20140429	   34.53
1216   	参         	20140429	   38.54
1301   	鹅         	20140429	   63.15
1402   	环狥穝       	20140429	   24.89
2002   	い葵         	20140429	   20.96
2105   	タ穝         	20140429	   70.30
2912   	参禬       	20140429	  183.77
9904   	腳Θ         	20140429	   31.29
6505   	鹅て       	20140429	   62.53
2303   	羛筿         	20140429	   10.72
2330   	縩筿       	20140429	  102.62
2408   	玭ㄈ       	20140429	   39.83
2357   	地河         	20140429	  239.88
3008   	ミ       	20140429	 1801.67
3481   	竤承         	20140429	    8.93
2412   	い地筿       	20140429	   74.39
2308   	笷筿       	20140429	  154.76
2327   	瓣エ         	20140429	   38.43
2317   	翬         	20140429	   69.57
2474   	Θ         	20140429	  237.48
1101   	猟         	20140430	   34.57
1216   	参         	20140430	   38.24
1301   	鹅         	20140430	   63.89
1402   	环狥穝       	20140430	   24.61
2002   	い葵         	20140430	   21.13
2105   	タ穝         	20140430	   69.50
2912   	参禬       	20140430	  185.01
9904   	腳Θ         	20140430	   31.58
6505   	鹅て       	20140430	   62.53
2303   	羛筿         	20140430	   10.72
2330   	縩筿       	20140430	  100.92
2408   	玭ㄈ       	20140430	   39.59
2357   	地河         	20140430	  230.29
3008   	ミ       	20140430	 1750.59
3481   	竤承         	20140430	    8.77
2412   	い地筿       	20140430	   74.47
2308   	笷筿       	20140430	  153.92
2327   	瓣エ         	20140430	   38.70
2317   	翬         	20140430	   68.62
2474   	Θ         	20140430	  220.98
1101   	猟         	20140502	   34.24
1216   	参         	20140502	   38.54
1301   	鹅         	20140502	   63.89
1402   	环狥穝       	20140502	   25.01
2002   	い葵         	20140502	   21.17
2105   	タ穝         	20140502	   68.05
2912   	参禬       	20140502	  186.65
9904   	腳Θ         	20140502	   29.97
6505   	鹅て       	20140502	   63.02
2303   	羛筿         	20140502	   10.80
2330   	縩筿       	20140502	  100.49
2408   	玭ㄈ       	20140502	   40.95
2357   	地河         	20140502	  234.72
3008   	ミ       	20140502	 1820.24
3481   	竤承         	20140502	    9.02
2412   	い地筿       	20140502	   74.63
2308   	笷筿       	20140502	  153.92
2327   	瓣エ         	20140502	   40.72
2317   	翬         	20140502	   70.36
2474   	Θ         	20140502	  223.15
1101   	猟         	20140505	   33.88
1216   	参         	20140505	   38.54
1301   	鹅         	20140505	   64.05
1402   	环狥穝       	20140505	   24.57
2002   	い葵         	20140505	   21.05
2105   	タ穝         	20140505	   68.22
2912   	参禬       	20140505	  184.59
9904   	腳Θ         	20140505	   28.37
6505   	鹅て       	20140505	   62.61
2303   	羛筿         	20140505	   10.64
2330   	縩筿       	20140505	   99.64
2408   	玭ㄈ       	20140505	   43.67
2357   	地河         	20140505	  241.73
3008   	ミ       	20140505	 1838.81
3481   	竤承         	20140505	    9.36
2412   	い地筿       	20140505	   74.32
2308   	笷筿       	20140505	  156.84
2327   	瓣エ         	20140505	   40.18
2317   	翬         	20140505	   70.28
2474   	Θ         	20140505	  234.44
1101   	猟         	20140506	   33.77
1216   	参         	20140506	   38.24
1301   	鹅         	20140506	   63.80
1402   	环狥穝       	20140506	   24.77
2002   	い葵         	20140506	   21.13
2105   	タ穝         	20140506	   68.30
2912   	参禬       	20140506	  182.95
9904   	腳Θ         	20140506	   28.62
6505   	鹅て       	20140506	   62.44
2303   	羛筿         	20140506	   10.72
2330   	縩筿       	20140506	  100.49
2408   	玭ㄈ       	20140506	   45.43
2357   	地河         	20140506	  245.79
3008   	ミ       	20140506	 1857.39
3481   	竤承         	20140506	    9.27
2412   	い地筿       	20140506	   74.32
2308   	笷筿       	20140506	  157.67
2327   	瓣エ         	20140506	   40.18
2317   	翬         	20140506	   70.52
2474   	Θ         	20140506	  231.84
1101   	猟         	20140507	   33.20
1216   	参         	20140507	   38.17
1301   	鹅         	20140507	   64.21
1402   	环狥穝       	20140507	   24.73
2002   	い葵         	20140507	   21.01
2105   	タ穝         	20140507	   68.05
2912   	参禬       	20140507	  182.95
9904   	腳Θ         	20140507	   27.55
6505   	鹅て       	20140507	   62.11
2303   	羛筿         	20140507	   10.68
2330   	縩筿       	20140507	  100.92
2408   	玭ㄈ       	20140507	   45.67
2357   	地河         	20140507	  244.68
3008   	ミ       	20140507	 1815.60
3481   	竤承         	20140507	    9.44
2412   	い地筿       	20140507	   74.32
2308   	笷筿       	20140507	  154.76
2327   	瓣エ         	20140507	   41.12
2317   	翬         	20140507	   70.36
2474   	Θ         	20140507	  227.06
1101   	猟         	20140508	   32.98
1216   	参         	20140508	   38.54
1301   	鹅         	20140508	   63.56
1402   	环狥穝       	20140508	   25.05
2002   	い葵         	20140508	   21.01
2105   	タ穝         	20140508	   68.05
2912   	参禬       	20140508	  185.01
9904   	腳Θ         	20140508	   28.49
6505   	鹅て       	20140508	   62.44
2303   	羛筿         	20140508	   11.00
2330   	縩筿       	20140508	  101.77
2408   	玭ㄈ       	20140508	   46.39
2357   	地河         	20140508	  227.70
3008   	ミ       	20140508	 1797.02
3481   	竤承         	20140508	    9.52
2412   	い地筿       	20140508	   74.39
2308   	笷筿       	20140508	  153.51
2327   	瓣エ         	20140508	   42.88
2317   	翬         	20140508	   70.60
2474   	Θ         	20140508	  224.89
1101   	猟         	20140509	   32.69
1216   	参         	20140509	   38.47
1301   	鹅         	20140509	   63.89
1402   	环狥穝       	20140509	   24.97
2002   	い葵         	20140509	   21.17
2105   	タ穝         	20140509	   67.73
2912   	参禬       	20140509	  185.01
9904   	腳Θ         	20140509	   27.63
6505   	鹅て       	20140509	   62.61
2303   	羛筿         	20140509	   10.88
2330   	縩筿       	20140509	  102.20
2408   	玭ㄈ       	20140509	   45.59
2357   	地河         	20140509	  215.90
3008   	ミ       	20140509	 1792.38
3481   	竤承         	20140509	    9.44
2412   	い地筿       	20140509	   74.95
2308   	笷筿       	20140509	  149.76
2327   	瓣エ         	20140509	   45.84
2317   	翬         	20140509	   70.84
2474   	Θ         	20140509	  225.33
1101   	猟         	20140512	   31.90
1216   	参         	20140512	   37.87
1301   	鹅         	20140512	   63.23
1402   	环狥穝       	20140512	   24.77
2002   	い葵         	20140512	   21.13
2105   	タ穝         	20140512	   66.05
2912   	参禬       	20140512	  185.83
9904   	腳Θ         	20140512	   26.48
6505   	鹅て       	20140512	   62.53
2303   	羛筿         	20140512	   10.76
2330   	縩筿       	20140512	  100.92
2408   	玭ㄈ       	20140512	   45.59
2357   	地河         	20140512	  217.37
3008   	ミ       	20140512	 1801.67
3481   	竤承         	20140512	    9.44
2412   	い地筿       	20140512	   74.32
2308   	笷筿       	20140512	  148.52
2327   	瓣エ         	20140512	   48.00
2317   	翬         	20140512	   69.49
2474   	Θ         	20140512	  222.72
1101   	猟         	20140513	   31.75
1216   	参         	20140513	   38.02
1301   	鹅         	20140513	   63.15
1402   	环狥穝       	20140513	   24.93
2002   	い葵         	20140513	   21.26
2105   	タ穝         	20140513	   65.73
2912   	参禬       	20140513	  184.18
9904   	腳Θ         	20140513	   25.90
6505   	鹅て       	20140513	   62.77
2303   	羛筿         	20140513	   10.76
2330   	縩筿       	20140513	  102.62
2408   	玭ㄈ       	20140513	   47.90
2357   	地河         	20140513	  217.74
3008   	ミ       	20140513	 1769.16
3481   	竤承         	20140513	    9.52
2412   	い地筿       	20140513	   74.63
2308   	笷筿       	20140513	  151.84
2327   	瓣エ         	20140513	   47.60
2317   	翬         	20140513	   69.65
2474   	Θ         	20140513	  226.63
1101   	猟         	20140514	   31.97
1216   	参         	20140514	   38.62
1301   	鹅         	20140514	   63.48
1402   	环狥穝       	20140514	   25.29
2002   	い葵         	20140514	   21.17
2105   	タ穝         	20140514	   64.28
2912   	参禬       	20140514	  185.83
9904   	腳Θ         	20140514	   26.56
6505   	鹅て       	20140514	   62.53
2303   	羛筿         	20140514	   10.96
2330   	縩筿       	20140514	  103.90
2408   	玭ㄈ       	20140514	   47.18
2357   	地河         	20140514	  223.65
3008   	ミ       	20140514	 1764.52
3481   	竤承         	20140514	    9.57
2412   	い地筿       	20140514	   74.95
2308   	笷筿       	20140514	  154.34
2327   	瓣エ         	20140514	   48.94
2317   	翬         	20140514	   69.89
2474   	Θ         	20140514	  227.50
1101   	猟         	20140515	   32.69
1216   	参         	20140515	   38.69
1301   	鹅         	20140515	   62.90
1402   	环狥穝       	20140515	   25.09
2002   	い葵         	20140515	   21.05
2105   	タ穝         	20140515	   64.28
2912   	参禬       	20140515	  185.83
9904   	腳Θ         	20140515	   26.73
6505   	鹅て       	20140515	   61.87
2303   	羛筿         	20140515	   10.88
2330   	縩筿       	20140515	  103.90
2408   	玭ㄈ       	20140515	   43.91
2357   	地河         	20140515	  228.07
3008   	ミ       	20140515	 1792.38
3481   	竤承         	20140515	    9.57
2412   	い地筿       	20140515	   74.79
2308   	笷筿       	20140515	  156.84
2327   	瓣エ         	20140515	   48.27
2317   	翬         	20140515	   70.20
2474   	Θ         	20140515	  226.63
1101   	猟         	20140516	   33.12
1216   	参         	20140516	   38.69
1301   	鹅         	20140516	   62.74
1402   	环狥穝       	20140516	   25.09
2002   	い葵         	20140516	   20.96
2105   	タ穝         	20140516	   65.09
2912   	参禬       	20140516	  185.83
9904   	腳Θ         	20140516	   26.89
6505   	鹅て       	20140516	   61.13
2303   	羛筿         	20140516	   10.88
2330   	縩筿       	20140516	  103.90
2408   	玭ㄈ       	20140516	   45.75
2357   	地河         	20140516	  228.44
3008   	ミ       	20140516	 1778.45
3481   	竤承         	20140516	    9.61
2412   	い地筿       	20140516	   75.03
2308   	笷筿       	20140516	  157.67
2327   	瓣エ         	20140516	   47.73
2317   	翬         	20140516	   70.36
2474   	Θ         	20140516	  228.36
1101   	猟         	20140519	   32.11
1216   	参         	20140519	   38.62
1301   	鹅         	20140519	   63.39
1402   	环狥穝       	20140519	   24.81
2002   	い葵         	20140519	   20.92
2105   	タ穝         	20140519	   64.44
2912   	参禬       	20140519	  186.24
9904   	腳Θ         	20140519	   26.15
6505   	鹅て       	20140519	   60.96
2303   	羛筿         	20140519	   10.92
2330   	縩筿       	20140519	  103.05
2408   	玭ㄈ       	20140519	   45.59
2357   	地河         	20140519	  225.86
3008   	ミ       	20140519	 1838.81
3481   	竤承         	20140519	    9.82
2412   	い地筿       	20140519	   75.11
2308   	笷筿       	20140519	  157.67
2327   	瓣エ         	20140519	   50.16
2317   	翬         	20140519	   71.15
2474   	Θ         	20140519	  232.71
1101   	猟         	20140520	   32.04
1216   	参         	20140520	   38.39
1301   	鹅         	20140520	   62.65
1402   	环狥穝       	20140520	   24.73
2002   	い葵         	20140520	   20.76
2105   	タ穝         	20140520	   64.20
2912   	参禬       	20140520	  186.24
9904   	腳Θ         	20140520	   26.73
6505   	鹅て       	20140520	   60.55
2303   	羛筿         	20140520	   10.92
2330   	縩筿       	20140520	  103.05
2408   	玭ㄈ       	20140520	   45.67
2357   	地河         	20140520	  227.70
3008   	ミ       	20140520	 1820.24
3481   	竤承         	20140520	    9.78
2412   	い地筿       	20140520	   75.19
2308   	笷筿       	20140520	  157.25
2327   	瓣エ         	20140520	   48.27
2317   	翬         	20140520	   71.79
2474   	Θ         	20140520	  231.40
1101   	猟         	20140521	   31.75
1216   	参         	20140521	   38.54
1301   	鹅         	20140521	   63.15
1402   	环狥穝       	20140521	   24.69
2002   	い葵         	20140521	   20.76
2105   	タ穝         	20140521	   64.36
2912   	参禬       	20140521	  189.54
9904   	腳Θ         	20140521	   27.26
6505   	鹅て       	20140521	   60.22
2303   	羛筿         	20140521	   10.84
2330   	縩筿       	20140521	  102.62
2408   	玭ㄈ       	20140521	   45.99
2357   	地河         	20140521	  225.12
3008   	ミ       	20140521	 1810.95
3481   	竤承         	20140521	    9.86
2412   	い地筿       	20140521	   75.42
2308   	笷筿       	20140521	  155.17
2327   	瓣エ         	20140521	   48.13
2317   	翬         	20140521	   71.31
2474   	Θ         	20140521	  229.23
1101   	猟         	20140522	   31.83
1216   	参         	20140522	   38.92
1301   	鹅         	20140522	   63.72
1402   	环狥穝       	20140522	   24.69
2002   	い葵         	20140522	   20.96
2105   	タ穝         	20140522	   64.60
2912   	参禬       	20140522	  190.77
9904   	腳Θ         	20140522	   28.37
6505   	鹅て       	20140522	   60.80
2303   	羛筿         	20140522	   10.96
2330   	縩筿       	20140522	  103.90
2408   	玭ㄈ       	20140522	   47.18
2357   	地河         	20140522	  230.66
3008   	ミ       	20140522	 1843.46
3481   	竤承         	20140522	    9.94
2412   	い地筿       	20140522	   75.90
2308   	笷筿       	20140522	  158.08
2327   	瓣エ         	20140522	   48.27
2317   	翬         	20140522	   72.90
2474   	Θ         	20140522	  234.44
1101   	猟         	20140523	   31.90
1216   	参         	20140523	   38.99
1301   	鹅         	20140523	   63.64
1402   	环狥穝       	20140523	   24.89
2002   	い葵         	20140523	   21.05
2105   	タ穝         	20140523	   64.44
2912   	参禬       	20140523	  195.72
9904   	腳Θ         	20140523	   28.04
6505   	鹅て       	20140523	   60.96
2303   	羛筿         	20140523	   10.96
2330   	縩筿       	20140523	  103.90
2408   	玭ㄈ       	20140523	   48.06
2357   	地河         	20140523	  232.50
3008   	ミ       	20140523	 1931.68
3481   	竤承         	20140523	   10.03
2412   	い地筿       	20140523	   76.29
2308   	笷筿       	20140523	  157.25
2327   	瓣エ         	20140523	   48.13
2317   	翬         	20140523	   73.69
2474   	Θ         	20140523	  243.13
1101   	猟         	20140526	   31.86
1216   	参         	20140526	   39.59
1301   	鹅         	20140526	   63.97
1402   	环狥穝       	20140526	   24.89
2002   	い葵         	20140526	   20.88
2105   	タ穝         	20140526	   64.20
2912   	参禬       	20140526	  197.78
9904   	腳Θ         	20140526	   27.59
6505   	鹅て       	20140526	   60.88
2303   	羛筿         	20140526	   11.00
2330   	縩筿       	20140526	  104.75
2408   	玭ㄈ       	20140526	   50.70
2357   	地河         	20140526	  233.61
3008   	ミ       	20140526	 1885.25
3481   	竤承         	20140526	    9.90
2412   	い地筿       	20140526	   76.53
2308   	笷筿       	20140526	  161.41
2327   	瓣エ         	20140526	   48.00
2317   	翬         	20140526	   73.29
2474   	Θ         	20140526	  243.99
1101   	猟         	20140527	   32.55
1216   	参         	20140527	   39.51
1301   	鹅         	20140527	   63.89
1402   	环狥穝       	20140527	   25.09
2002   	い葵         	20140527	   20.84
2105   	タ穝         	20140527	   65.33
2912   	参禬       	20140527	  197.78
9904   	腳Θ         	20140527	   27.55
6505   	鹅て       	20140527	   60.96
2303   	羛筿         	20140527	   11.21
2330   	縩筿       	20140527	  105.18
2408   	玭ㄈ       	20140527	   54.22
2357   	地河         	20140527	  232.13
3008   	ミ       	20140527	 1843.46
3481   	竤承         	20140527	    9.78
2412   	い地筿       	20140527	   76.05
2308   	笷筿       	20140527	  159.33
2327   	瓣エ         	20140527	   48.00
2317   	翬         	20140527	   73.53
2474   	Θ         	20140527	  240.95
1101   	猟         	20140528	   32.26
1216   	参         	20140528	   39.66
1301   	鹅         	20140528	   63.80
1402   	环狥穝       	20140528	   25.09
2002   	い葵         	20140528	   20.96
2105   	タ穝         	20140528	   65.81
2912   	参禬       	20140528	  199.01
9904   	腳Θ         	20140528	   27.14
6505   	鹅て       	20140528	   60.96
2303   	羛筿         	20140528	   11.62
2330   	縩筿       	20140528	  105.60
2408   	玭ㄈ       	20140528	   57.98
2357   	地河         	20140528	  239.15
3008   	ミ       	20140528	 1871.32
3481   	竤承         	20140528	    9.94
2412   	い地筿       	20140528	   76.45
2308   	笷筿       	20140528	  161.83
2327   	瓣エ         	20140528	   48.00
2317   	翬         	20140528	   74.01
2474   	Θ         	20140528	  240.95
1101   	猟         	20140529	   32.29
1216   	参         	20140529	   39.89
1301   	鹅         	20140529	   64.13
1402   	环狥穝       	20140529	   24.97
2002   	い葵         	20140529	   20.84
2105   	タ穝         	20140529	   64.84
